"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2023-01-01 ~ 2023-12-31"
"실거래구분 : 연립다세대(매매)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","건물명","전용면적(㎡)","대지권면적(㎡)","계약년월","계약일","거래금액(만원)","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"1349","서울특별시 강남구 논현동","220-14","0220","0014","신아빌라","35.6700","20.0200","202312","07","24,000","4","-","-","1996","학동로30길 43-8","-","직거래","-","-"
"1350","서울특별시 강서구 화곡동","906-10","0906","0010","블루힐","27.1200","17.7390","202312","07","30,500","3","-","-","2021","강서로5다길 20","-","직거래","-","-"
"1351","서울특별시 양천구 신월동","23-23","0023","0023","영주주택(23-23)","43.6050","21.1000","202312","07","13,000","3","-","-","2002","월정로42길 2","-","직거래","-","-"
"1352","서울특별시 구로구 개봉동","321-18","0321","0018","한샘하이빌3차","37.8200","19.6500","202312","07","8,500","-1","-","-","2002","개봉로17나길 51-17","-","직거래","-","-"
"1353","서울특별시 강서구 공항동","60-74","0060","0074","공항동청년주택(60-74)","21.2300","16.3400","202312","07","22,100","4","-","-","2023","송정로3길 12","-","직거래","-","-"
"1354","서울특별시 동작구 사당동","419-59","0419","0059","하나","68.5800","35.0400","202312","07","49,000","3","-","-","2002","남부순환로265나길 26","-","중개거래","서울 동작구","-"
"1355","서울특별시 강서구 공항동","60-74","0060","0074","공항동청년주택(60-74)","26.6000","20.4600","202312","07","26,800","4","-","-","2023","송정로3길 12","-","직거래","-","-"
"1356","서울특별시 강서구 공항동","60-81","0060","0081","공항동청년주택(60-81)","26.5900","14.3300","202312","07","26,800","4","-","-","2023","송정로3길 12","-","직거래","-","-"
"1357","서울특별시 강서구 화곡동","996-19","0996","0019","동우하이빌(996-19)","33.8100","23.3600","202312","07","39,000","6","-","-","2022","화곡로55길 33-9","20231207","중개거래","경기 ","-"
"1358","서울특별시 강서구 공항동","60-74","0060","0074","공항동청년주택(60-74)","21.2300","16.3400","202312","07","21,450","5","-","-","2023","송정로3길 12","-","직거래","-","-"
"1359","서울특별시 강서구 공항동","60-81","0060","0081","공항동청년주택(60-81)","29.8400","16.0800","202312","07","29,400","2","-","-","2023","송정로3길 12","-","직거래","-","-"
"1360","서울특별시 강서구 공항동","60-74","0060","0074","공항동청년주택(60-74)","29.8400","22.9500","202312","07","29,400","3","-","-","2023","송정로3길 12","-","직거래","-","-"
"1361","서울특별시 양천구 목동","231-68","0231","0068","대한하이츠빌라","42.7000","22.6400","202312","07","26,000","2","-","-","1991","목동중앙본로2길 41","-","중개거래","서울 양천구","-"
"1362","서울특별시 강서구 공항동","60-74","0060","0074","공항동청년주택(60-74)","29.8400","22.9500","202312","07","29,100","2","-","-","2023","송정로3길 12","-","직거래","-","-"
"1363","서울특별시 관악구 신림동","254-223","0254","0223","(254-223)","40.7300","25.7707","202312","06","23,100","1","-","-","2020","대학12길 40-9","-","직거래","-","-"
"1364","서울특별시 관악구 신림동","1566-13","1566","0013","아름채(1566-13)","43.0500","33.1000","202312","06","37,000","4","-","-","2017","문성로19길 16","-","중개거래","서울 관악구","-"
"1365","서울특별시 송파구 삼전동","114","0114","0000","(114-0)","39.6600","19.8500","202312","06","36,000","2","-","-","2003","백제고분로29길 24","-","중개거래","서울 송파구","-"
"1366","서울특별시 관악구 신림동","254-223","0254","0223","(254-223)","39.2600","24.8406","202312","06","21,450","1","-","-","2020","대학12길 40-9","-","직거래","-","-"
"1367","서울특별시 관악구 신림동","254-223","0254","0223","(254-223)","40.7300","25.7707","202312","06","23,100","2","-","-","2020","대학12길 40-9","-","직거래","-","-"
"1368","서울특별시 강서구 등촌동","575-6","0575","0006","루디아빌","60.4600","30.9400","202312","06","23,000","2","-","-","2002","등촌로13마길 26-1","-","중개거래","서울 양천구","-"
"1369","서울특별시 강서구 화곡동","105-108","0105","0108","한백e타운(105-108)","68.0700","32.3700","202312","06","20,000","1","-","-","2002","까치산로4나길 31","-","직거래","-","-"
"1370","서울특별시 관악구 신림동","254-223","0254","0223","(254-223)","39.2600","24.8406","202312","06","22,275","2","-","-","2020","대학12길 40-9","-","직거래","-","-"
"1371","서울특별시 강서구 방화동","128-3","0128","0003","정곡아트빌라","65.7900","38.3900","202312","06","20,000","4","-","-","2000","방화대로52가길 32","-","직거래","-","-"
"1372","서울특별시 관악구 신림동","254-223","0254","0223","(254-223)","39.2600","24.8406","202312","06","22,275","3","-","-","2020","대학12길 40-9","-","직거래","-","-"
"1373","서울특별시 동작구 사당동","180-31","0180","0031","엘파라시오","33.3000","26.4760","202312","06","33,000","2","-","-","2020","사당로23아길 42","-","직거래","-","-"
"1374","서울특별시 강동구 천호동","191-24","0191","0024","美笑家","25.5400","8.3369","202312","06","34,000","10","-","-","2023","진황도로27다길 49","-","직거래","-","-"
"1375","서울특별시 양천구 신월동","526-6","0526","0006","유호빌","51.2700","39.8700","202312","06","27,400","5","-","-","2013","신월로9길 28","-","중개거래","서울 양천구","-"
"1376","서울특별시 영등포구 당산동","121-325","0121","0325","스테이휴당산102동","23.7100","16.9900","202312","06","27,000","4","-","-","2016","버드나루로16길 7-1","-","중개거래","서울 영등포구","-"
"1377","서울특별시 구로구 개봉동","108-5","0108","0005","미림빌라가~라동(108-5)","59.6700","50.5000","202312","06","22,000","2","-","-","1982","고척로27마길 2","-","중개거래","서울 구로구","-"
"1378","서울특별시 강동구 성내동","37-79","0037","0079","아성플러스(37-79)","28.5800","17.0200","202312","06","31,000","3","-","-","2017","천호옛12길 9-20","-","중개거래","서울 강동구","-"
"1379","서울특별시 구로구 궁동","204-3","0204","0003","천우네오젠빌","63.8800","36.7900","202312","06","32,500","3","-","-","2013","부일로15가길 17","-","중개거래","서울 구로구","-"
"1380","서울특별시 금천구 독산동","963-7","0963","0007","(백인21세기빌라)","69.5200","43.8700","202312","06","25,000","4","-","-","1994","독산로103길 18","-","직거래","-","-"
"1381","서울특별시 양천구 신월동","483-13","0483","0013","우노팰리스","29.8200","17.9800","202312","06","20,800","4","-","-","2016","중앙로53길 51","-","중개거래","서울 양천구","-"
"1382","서울특별시 양천구 목동","131-23","0131","0023","썬샤인빌","70.0300","32.7800","202312","06","44,000","4","-","-","2012","목동중앙로13길 19-37","-","중개거래","서울 양천구","-"
"1383","서울특별시 양천구 신월동","526-14","0526","0014","트라움하우스","41.5000","23.9900","202312","06","20,000","4","-","-","2012","남부순환로75길 3","-","중개거래","서울 양천구","-"
"1384","서울특별시 강서구 화곡동","798-5","0798","0005","2차우딕하우스","64.1400","32.6000","202312","06","26,800","2","-","-","2003","곰달래로55길 10-19","-","중개거래","서울 양천구","-"
"1385","서울특별시 강남구 청담동","111-32","0111","0032","영림주택나동","36.5700","28.2000","202312","06","60,000","2","-","-","1987","도산대로85길 42-4","20240220","중개거래","서울 강남구","-"
"1386","서울특별시 동작구 상도동","22-47","0022","0047","상명하이츠빌라","18.6900","10.1890","202312","06","13,000","1","-","-","2002","만양로1길 14","-","중개거래","서울 동작구","-"
"1387","서울특별시 금천구 독산동","961-9","0961","0009","메트로시티(961-9)","29.8300","11.8600","202312","06","26,500","13","-","-","2019","독산로 344-1","-","중개거래","서울 관악구","-"
"1388","서울특별시 구로구 구로동","152-8","0152","0008","(152-8)","59.1000","26.5000","202312","06","25,500","2","-","-","1991","도림로22길 19","-","중개거래","서울 구로구","-"
"1389","서울특별시 금천구 가산동","778","0778","0000","다온캐슬101동102동","33.8700","22.3400","202312","06","25,900","3","-","-","2018","시흥대로149길 30","-","중개거래","서울 금천구","-"
"1390","서울특별시 구로구 구로동","706-1","0706","0001","베스트빌1차","25.9700","16.2000","202312","06","27,700","5","-","-","2020","구로동로25길 15","-","직거래","-","-"
"1391","서울특별시 강서구 화곡동","967-36","0967","0036","하이트맨션(967-36)","56.6700","32.3700","202312","06","18,800","-1","-","-","2002","까치산로20가길 15","-","중개거래","서울 강서구","-"
"1392","서울특별시 관악구 신림동","254-223","0254","0223","(254-223)","57.1600","36.1661","202312","06","29,700","4","-","-","2020","대학12길 40-9","-","직거래","-","-"
"1393","서울특별시 강남구 역삼동","742-19","0742","0019","성아빌라","49.2300","43.4900","202312","06","48,000","2","-","-","1988","테헤란로22길 70","-","중개거래","경기 성남분당구","-"
"1394","서울특별시 서초구 양재동","306-13","0306","0013","Fullhouse","63.3200","37.1250","202312","06","88,500","2","-","-","2010","언남길 62","-","직거래","-","-"
"1395","서울특별시 강동구 길동","380-17","0380","0017","삼호빌라(A동)","39.9000","27.0800","202312","06","23,500","1","-","-","1986","천중로42길 62","-","직거래","-","-"
"1396","서울특별시 강서구 공항동","659-5","0659","0005","고야드빌라","27.3700","18.0200","202312","06","23,000","5","-","-","2017","방화대로7가길 33","-","중개거래","서울 강서구","-"
"1397","서울특별시 서초구 서초동","1617-4","1617","0004","서초힐스","29.9800","19.7730","202312","06","42,000","2","-","-","2018","서리풀4길 12","20231220","중개거래","서울 서초구","-"
"1398","서울특별시 강남구 역삼동","766-1","0766","0001","ACROSVILL","61.5700","36.3820","202312","06","76,000","3","-","-","2002","도곡로51길 6","-","중개거래","서울 강남구","-"
"1399","서울특별시 관악구 신림동","254-223","0254","0223","(254-223)","40.7300","25.7707","202312","06","23,100","3","-","-","2020","대학12길 40-9","-","직거래","-","-"
"1400","서울특별시 용산구 이태원동","210-23","0210","0023","이태원더힐","29.9400","21.4900","202312","06","59,000","2","-","-","2023","회나무로28길 27","-","중개거래","서울 용산구","-"
"1401","서울특별시 은평구 구산동","177-171","0177","0171","파크원(177-171)","78.0100","48.2456","202312","06","45,700","3","-","-","2019","갈현로15길 11-6","-","중개거래","서울 은평구","-"
"1402","서울특별시 은평구 녹번동","167-1","0167","0001","주영빌트(167-1)","37.9600","29.8900","202312","06","43,000","2","-","-","2016","녹번로1길 19-9","-","중개거래","서울 은평구","-"
"1403","서울특별시 중랑구 면목동","174-98","0174","0098","우성쉐르빌","38.8200","25.7319","202312","06","28,000","2","-","-","2016","겸재로10길 10","-","직거래","-","-"
"1404","서울특별시 중랑구 면목동","174-98","0174","0098","우성쉐르빌","38.8200","25.7319","202312","06","28,000","4","-","-","2016","겸재로10길 10","20231227","직거래","-","-"
"1405","서울특별시 중구 신당동","304-475","0304","0475","더원","29.6800","17.3600","202312","06","32,000","3","-","-","2017","청구로22길 13","-","중개거래","서울 중구","-"
"1406","서울특별시 노원구 상계동","1019-64","1019","0064","생명빌라A","38.2800","24.2500","202312","06","12,750","3","-","-","1989","동일로230나길 13","-","중개거래","서울 노원구","-"
"1407","서울특별시 노원구 상계동","1388-45","1388","0045","LG빌라1차","45.2300","23.9600","202312","06","26,400","-1","-","-","1996","상계로33길 14-2","-","중개거래","서울 노원구","-"
"1408","서울특별시 마포구 동교동","204-19","0204","0019","(204-19)","31.5000","24.3500","202312","06","26,000","2","-","-","1986","동교로27길 21-6","-","중개거래","경기 김포시","-"
"1409","서울특별시 강북구 번동","762-4","0762","0004","대운아트빌라","57.4100","24.7500","202312","06","10,000","4","-","-","2001","도봉로76길 70","-","직거래","-","-"
"1410","서울특별시 노원구 공릉동","684-9","0684","0009","투윈빌라","41.9400","25.9000","202312","06","18,800","5","-","-","2003","섬밭로 8-4","-","중개거래","서울 노원구","-"
"1411","서울특별시 성북구 정릉동","206-172","0206","0172","목화주택","45.3400","22.4160","202312","06","15,100","1","-","-","1991","보국문로8다길 25","-","중개거래","서울 성북구","-"
"1412","서울특별시 광진구 자양동","230-32","0230","0032","한양에버빌(230-32)","14.3200","23.5000","202312","06","35,000","5","-","-","2019","아차산로44가길 12-11","-","중개거래","서울 광진구","-"
"1413","서울특별시 강북구 미아동","136-17","0136","0017","다우빌라","42.1500","25.5700","202312","06","53,800","2","-","-","2007","도봉로28나길 22","-","중개거래","서울 강북구","-"
"1414","서울특별시 강북구 미아동","198-14","0198","0014","소백그랑빌B동","69.3800","32.0000","202312","06","23,000","1","-","-","2002","솔매로 143","-","직거래","-","-"
"1415","서울특별시 은평구 불광동","136-1","0136","0001","연희하이빌","47.6300","29.5127","202312","06","29,400","5","-","-","2013","연서로38길 14","-","직거래","-","-"
"1416","서울특별시 강북구 수유동","530-95","0530","0095","(530-95)","25.9300","25.0000","202312","06","12,300","2","-","-","1990","인수봉로73나길 5-4","-","중개거래","서울 강북구","-"
